1  32  
 4.9999999E-03
  1.0000000E-03  8.1142159E-03
  1.0718913E-03  9.7268410E-03
  1.1489510E-03  1.1598743E-02
  1.2315506E-03  1.3735288E-02
  1.3200884E-03  1.6167000E-02
  1.4149913E-03  1.8949905E-02
  1.5167169E-03  2.0053040E-02
  1.6257557E-03  2.3493733E-02
  1.7426334E-03  1.5189460E-02
  1.8679136E-03  1.7795093E-02
  2.0022003E-03  2.0707047E-02
  2.1461411E-03  2.3906861E-02
  2.3004301E-03  2.7271625E-02
  2.4658111E-03  1.2085540E-02
  2.6430814E-03  1.4145804E-02
  2.8330961E-03  1.6651040E-02
  3.0367710E-03  1.9399937E-02
  3.2550886E-03  2.2464817E-02
  3.4891013E-03  2.5966967E-02
  3.7399372E-03  2.9924260E-02
  4.0088063E-03  3.4356739E-02
  4.2970045E-03  3.9309848E-02
  4.6059219E-03  4.4816874E-02
  4.9370481E-03  5.0935458E-02
  5.2919788E-03  5.7722185E-02
  5.6724264E-03  6.5280512E-02
  6.0802237E-03  7.3603034E-02
  6.5173400E-03  8.2558170E-02
  6.9858795E-03  9.2464365E-02
  7.4881045E-03  9.4856709E-02
  8.0264332E-03  0.1056542    
  8.6034648E-03  0.1172573    
  9.2219785E-03  0.1294503    
  9.8849600E-03  0.1421719    
  1.0595602E-02  0.1543715    
  1.1357334E-02  0.1313498    
  1.2173827E-02  0.1432704    
  1.3049019E-02  0.1490843    
  1.3987131E-02  0.1532686    
  1.4992683E-02  0.1645597    
  1.6070528E-02  0.1758567    
  1.7225858E-02  0.1876563    
  1.8464250E-02  0.2007108    
  1.9791668E-02  0.1964318    
  2.1214519E-02  0.2088245    
  2.2739656E-02  0.2222858    
  2.4374442E-02  0.2335645    
  2.6126752E-02  0.2525322    
  2.8005041E-02  0.2717557    
  3.0018358E-02  0.2911255    
  3.2176420E-02  0.3103976    
  3.4489620E-02  0.3293257    
  3.6969122E-02  0.3476147    
  3.9626893E-02  0.3654228    
  4.2475719E-02  0.3825383    
  4.5529351E-02  0.3993932    
  4.8802510E-02  0.4171236    
  5.2310985E-02  0.4383779    
  5.6071706E-02  0.4689990    
  6.0102768E-02  0.6156530    
  6.4423628E-02   1.004070    
  6.9055125E-02   1.158206    
  7.4019611E-02   1.122866    
  7.9340972E-02  0.9638478    
  8.5044891E-02  0.8024375    
  9.1158867E-02  0.7457853    
  9.7712435E-02  0.6133932    
  0.1047371      0.4845000    
  0.1122668      0.3889990    
  0.1203378      0.3111547    
  0.1289891      0.2257032    
  0.1382622      0.1450027    
  0.1482021      9.5246717E-02
  0.1588565      6.9685034E-02
  0.1702769      4.8713930E-02
  0.1825184      3.2646529E-02
  0.1956398      2.0062553E-02
  0.2097046      1.1378687E-02
  0.2247805      6.2961276E-03
  0.2409404      6.0439189E-03
  0.2582619      5.8182743E-03
  0.2768286      5.5499272E-03
  0.2967302      5.2636559E-03
  0.3180626      4.9774642E-03
  0.3409285      4.6953326E-03
  0.3654383      4.4181086E-03
  0.3917101      4.1553676E-03
  0.4198708      3.8998551E-03
  0.4500558      3.6530537E-03
  0.4824109      3.4223911E-03
  0.5170920      3.2037939E-03
  0.5542663      2.9987157E-03
  0.5941135      2.8069050E-03
  0.6368250      2.6274805E-03
  0.6826071      2.4605840E-03
  0.7316806      2.3055479E-03
  0.7842823      2.1600465E-03
  0.8406653      2.0231225E-03
  0.9011018      1.8944180E-03
  0.9658831      1.7736618E-03
   1.035322      1.6611594E-03
   1.109752      1.5566415E-03
   1.189534      1.4590597E-03
   1.275052      1.3692318E-03
   1.366716      1.2896598E-03
   1.464972      1.2148037E-03
   1.570291      1.1452886E-03
   1.683180      1.0787857E-03
   1.804187      1.0190819E-03
   1.933891      9.6582581E-04
