5.98	-8.48
5.79	-7.54
6.32	-8.12
5.02	-7.58
5.09	-6.91
5.56	-7.42
5.69	-8.46
5.63	-6.84
5.88	-9.4
6.58	-7.89
5.63	-7.76
6.09	-8.02
5.7	-8.19
5.95	-8.02
6.23	-9.1
5.52	-7.18
5.87	-7.19
5.93	-8.97
6.4	-9.35
6.19	-7.95
6.14	-8.39
5.92	-8.3
5.92	-8.75
6.17	-7.88
6.61	-8.45
5.95	-7.5
6.09	-6.45
6.38	-8.09
6.02	-6.23
5.76	-8.65
5.87	-7.41
5.77	-7.92
6.25	-7.93
5.92	-7
6.92	-8.86
5.73	-7.55
6.37	-8.87
5.31	-6.6
5.61	-7.02
